Wiki_HarryPotter.115	Wiki_HarryPotter.115.19	KoP	KL KL	
Wiki_Saganomringenfilm.2	Wiki_Saganomringenfilm.2.11b	KoP	KL KL KL	
Wiki_Saganomringenfilm.68	Wiki_Saganomringenfilm.68.5	KoP	KL KL KL DF	
Wiki_Semester.23	Wiki_Semester.23.7	KoP	KL KL KL	
Wiki_Vader.97	Wiki_Vader.97.3	KoP	KL KL KL	
Wiki_MiominMio.58	Wiki_MiominMio.58.19	KoP	KL KL KL	
Wiki_MiominMio.69	Wiki_MiominMio.69.nt.24	KoP	KL KL KL	
Wiki_MiominMio.76	Wiki_MiominMio.76.11	KoP	KL KL	
Wiki_MiominMio.88	Wiki_MiominMio.88.nt.17	KoP	KL KL	
Wiki_MiominMio.138	Wiki_MiominMio.138.10	KoP	KL KL KL KL	
Wiki_MiominMio.140	Wiki_MiominMio.140.11	KoP	KL KL KL	
Wiki_MiominMio.142	Wiki_MiominMio.142.9	KoP	KL KL	
Wiki_MiominMio.148	Wiki_MiominMio.148.10	KoP	KL KL	
Wiki_Jonssonligan.30	Wiki_Jonssonligan.30.9	KoP	KL KL	
Wiki_Jonssonligan.31	Wiki_Jonssonligan.31.9	KoP	KL KL	
Wiki_Sverigesriksdag.106	Wiki_Sverigesriksdag.106.3	KoP	KL KL	
Wiki_Sverigesriksdag.106	Wiki_Sverigesriksdag.106.8	KoP	KL KL	
Wiki_Sverigesriksdag.108	Wiki_Sverigesriksdag.108.11	KoP	KL KL	
Blog_160886-11338599.3	Blog_160886-11338599.3.3	NP	DT MD MD	
Blog_160886-11338599.9	Blog_160886-11338599.9.1	NP	DT MD	
Blog_160886-12591771.4	Blog_160886-12591771.4.7	NP	DT	HD
Blog_160886-11338497.10	Blog_160886-11338497.10.6	NP	MD	HD
Blog_188519-10179826.11	Blog_188519-10179826.11.9	NP	DT MD	
Blog_188519-10179826.44	Blog_188519-10179826.44.2	NP	DF DT MD	
Blog_13263-144355.2	Blog_13263-144355.2.4	NP	DT MD	
Blog_13263-144355.2	Blog_13263-144355.2.3	NP	DT MD	
Blog_13263-144355.3	Blog_13263-144355.3.20	NP	DT MD	
Blog_13263-637462.4	Blog_13263-637462.4.1	NP	DT DT	
Blog_13263-862913.3	Blog_13263-862913.3.3	NP	DT DT MD	
Blog_13263-213331.3	Blog_13263-213331.3.6	NP	DT MD	
Blog_13263-213331.3	Blog_13263-213331.3.3	NP	DT MD	
Blog_13263-85629.2	Blog_13263-85629.2.3	NP	MD	HD DT MD
Blog_13263-236413.2	Blog_13263-236413.2.1	NP	MD	HD
Blog_13263-24167.2	Blog_13263-24167.2.1	NP	DT	MD HD
Blog_13263-513530.1	Blog_13263-513530.1.18	NP	DT	HD
Blog_13263-513530.1	Blog_13263-513530.1.25	NP	DT	HD DT
Blog_13263-1216693.2	Blog_13263-1216693.2.2	NP	DT MD	
Blog_13263-1216693.2	Blog_13263-1216693.2.7	NP	DT MD	
Blog_12325-1398819.5	Blog_12325-1398819.5.2	NP	DT MD	
Blog_12325-1398819.5	Blog_12325-1398819.5.1	NP	DT MD	
Blog_12325-1398819.18	Blog_12325-1398819.18.6	NP	DT MD MD	
Blog_12325-2172538.10	Blog_12325-2172538.10.3	NP	MD MD	
Blog_12325-1621221.1c	Blog_12325-1621221.1c.nt.12	NP	MD	HD
Blog_12325-1884438.15	Blog_12325-1884438.15.10	NP	DT MD	
Blog_12325-1189192.1a	Blog_12325-1189192.1a.nt.1	NP	DT MD	
Blog_12325-1189192.3	Blog_12325-1189192.3.11	NP	DT MD	
Blog_12325-1189192.5	Blog_12325-1189192.5.nt.1	NP	DT MD	
Blog_12325-1189192.5a	Blog_12325-1189192.5a.nt.2	NP	DT MD MD	
Blog_12325-1189192.6	Blog_12325-1189192.6.10	NP	MD MD	
Blog_12325-1189192.11	Blog_12325-1189192.11.12	NP	DT MD	
Blog_12325-1189192.13	Blog_12325-1189192.13.7	NP	DT MD	
Blog_26224-1714803.1	Blog_26224-1714803.1.2	NP	MD	HD
Blog_265827-14653745.1	Blog_265827-14653745.1.5	NP	MD	PH
Blog_265827-14454804.7	Blog_265827-14454804.7.10	NP	MD	HD MD MD
Blog_265827-14749673.3	Blog_265827-14749673.3.8	NP	MD AN	HD DT
Blog_265827-15028532.3	Blog_265827-15028532.3.7	NP	MD	PH
Blog_6843-5164672.10	Blog_6843-5164672.10.24	NP	DT MD	
Blog_6843-5164672.10	Blog_6843-5164672.10.9	NP	DT MD	
Blog_6843-4328736.1	Blog_6843-4328736.1.6	NP	MD	HD
Blog_6843-4255016.2	Blog_6843-4255016.2.9	NP	DT MD	MD
Blog_6843-4255016.2	Blog_6843-4255016.2.12	NP	MD	DT MD
Blog_6843-4255016.2	Blog_6843-4255016.2.13	NP	MD MD	DT
Blog_6843-4255016.5	Blog_6843-4255016.5.25	NP	DT MD	
Blog_6843-4255016.6	Blog_6843-4255016.6.7	NP	MD OO	
Blog_6843-3465275.3	Blog_6843-3465275.3.5	NP	DT MD	
Blog_6843-4575758.5	Blog_6843-4575758.5.20	NP	MD	HD
Blog_6843-2767923.9	Blog_6843-2767923.9.6	NP	DT MD	
Blog_6843-2767923.14	Blog_6843-2767923.14.2	NP	DT	HD
Blog_6843-2767923.19	Blog_6843-2767923.19.10	NP	DT MD	
Blog_5089-9048317.9	Blog_5089-9048317.9.6	NP	MD	HD
Blog_5089-9048317.17	Blog_5089-9048317.17.5	NP	DT MD	
Blog_5089-12282516.4	Blog_5089-12282516.4.10	NP	DT MD MD	
Blog_5089-12282516.17	Blog_5089-12282516.17.12	NP	DT MD AN	
Blog_5089-12282516.31	Blog_5089-12282516.31.2	NP	DT MD	
Blog_5089-3694482.2	Blog_5089-3694482.2.2	NP	DT MD	
Blog_5089-3694482.11	Blog_5089-3694482.11.1	NP	DT MD	
Blog_5089-9240616.19	Blog_5089-9240616.19.6	NP	MD	HD
Blog_5089-9240616.22	Blog_5089-9240616.22.21	NP	MD MD	
Blog_5089-9240616.22	Blog_5089-9240616.22.22	NP	MD MD	
Blog_5089-9240616.28	Blog_5089-9240616.28.24	NP	DF DT MD MD MD	
Blog_5089-9240616.33	Blog_5089-9240616.33.5	NP	DT MD	
Blog_5089-62681.15	Blog_5089-62681.15.7	NP	DT MD AN	HD
Blog_9154-5334916.5	Blog_9154-5334916.5.12	NP	MD	HD
Blog_9154-5334916.8	Blog_9154-5334916.8.4	NP	DT MD	
Blog_9154-6030495.3	Blog_9154-6030495.3.14	NP	DT MD	HD
Blog_9154-6030495.8	Blog_9154-6030495.8.10	NP	MD	MD HD
Blog_9154-6336623.4	Blog_9154-6336623.4.7	NP	DT MD	
Blog_54523-8202951.10	Blog_54523-8202951.10.1	NP	MD	
Blog_54523-9491151.12	Blog_54523-9491151.12.4	NP	MD MD	HD
Blog_54523-14269154.1	Blog_54523-14269154.1.17	NP	DT MD	
Eupa_00-01-17.13	Eupa_00-01-17.13.15	NP	DT MD	
Eupa_00-01-17.14	Eupa_00-01-17.14.35	NP	DT	MD HD
Eupa_00-01-17.20	Eupa_00-01-17.20.18	NP	MD	HD
Eupa_00-01-17.27	Eupa_00-01-17.27.7	NP	DT MD AN	
Eupa_00-01-17.43	Eupa_00-01-17.43.4	NP	DT MD	HD
Eupa_00-01-17.63	Eupa_00-01-17.63.17	NP	MD MD	
Eupa_00-01-17.94	Eupa_00-01-17.94.15	NP	MD MD	HD
Eupa_00-01-17.116	Eupa_00-01-17.116.13	NP	DT	HD
Eupa_00-01-17.117	Eupa_00-01-17.117.5	NP	DT MD	
Eupa_00-01-17.163	Eupa_00-01-17.163.nt.37	NP	MD	HD
Eupa_00-01-17.165	Eupa_00-01-17.165.2	NP	DT MD	HD
Eupa_00-01-17.218	Eupa_00-01-17.218.1	NP	DT MD	
Eupa_00-01-17.221	Eupa_00-01-17.221.4	NP	DT MD	
Eupa_00-01-17.244	Eupa_00-01-17.244.21	NP	DT MD	
Eupa_00-01-17.270	Eupa_00-01-17.270.1	NP	MD	HD
Eupa_00-01-17.279	Eupa_00-01-17.279.10	NP	DT MD	
Eupa_00-01-17.329	Eupa_00-01-17.329.14	NP	DT MD	
Eupa_00-01-17.335	Eupa_00-01-17.335.12	NP	DT MD	
Eupa_00-01-17.342	Eupa_00-01-17.342.5	NP	DT MD	
Eupa_00-01-17.347	Eupa_00-01-17.347.5	NP	DT DT MD	
Eupa_00-01-17.352	Eupa_00-01-17.352.nt.16	NP	MD	HD
Eupa_00-01-17.356	Eupa_00-01-17.356.2	NP	DT MD	
Eupa_00-01-17.389	Eupa_00-01-17.389.3	NP	MD	HD
Eupa_00-01-17.405	Eupa_00-01-17.405.3	NP	MD	HD
Eupa_00-01-17.464	Eupa_00-01-17.464.4	NP	DT	HD
Eupa_00-01-17.476	Eupa_00-01-17.476.12	NP	DT MD	
Eupa_00-01-17.476	Eupa_00-01-17.476.9	NP	DT MD	HD MD
Eupa_00-01-17.477	Eupa_00-01-17.477.20	NP	MD	HD
Eupa_00-01-17.479	Eupa_00-01-17.479.3	NP	AN	HD
Eupa_00-01-17.480	Eupa_00-01-17.480.5	NP	DT MD	
Eupa_00-01-17.485	Eupa_00-01-17.485.18	NP	DT	HD
Eupa_00-01-17.489	Eupa_00-01-17.489.5	NP	DT MD	HD
Eupa_00-01-17.508	Eupa_00-01-17.508.4	NP	DT MD MD	HD MD
Eupa_00-01-17.510	Eupa_00-01-17.510.3	NP	DT MD	HD
Eupa_00-01-17.511	Eupa_00-01-17.511.28	NP	MD	HD
Eupa_00-01-17.511	Eupa_00-01-17.511.25	NP	MD	HD
Eupa_00-01-17.511	Eupa_00-01-17.511.14	NP	DT MD	HD
Eupa_00-01-17.522	Eupa_00-01-17.522.6	NP	DT MD	HD
Eupa_00-01-17.524	Eupa_00-01-17.524.16	NP	DT	HD
Eupa_00-01-17.532	Eupa_00-01-17.532.3	NP	MD	HD
Eupa_00-01-17.533	Eupa_00-01-17.533.32	NP	DT MD	HD
Eupa_00-01-17.535	Eupa_00-01-17.535.1	NP	DT MD	HD
Eupa_00-01-17.538	Eupa_00-01-17.538.1	NP	MD	HD
Eupa_00-01-17.541	Eupa_00-01-17.541.1	NP	DT MD	
Eupa_00-01-17.543	Eupa_00-01-17.543.4	NP	DT MD	HD
Eupa_00-01-17.552	Eupa_00-01-17.552.15	NP	MD	HD
Eupa_00-01-17.563	Eupa_00-01-17.563.1	NP	DT MD	
Eupa_00-01-17.591	Eupa_00-01-17.591.9	NP	DT MD	
Eupa_00-01-17.618	Eupa_00-01-17.618.16	NP	DT MD	MD HD
Eupa_00-01-17.620	Eupa_00-01-17.620.1	NP	DT MD	MD HD
Eupa_00-01-17.644	Eupa_00-01-17.644.4	NP	DT MD	HD MD
Eupa_00-01-17.662	Eupa_00-01-17.662.nt.20	NP	MD	HD
Eupa_00-01-17.663	Eupa_00-01-17.663.10	NP	DT MD	
Eupa_00-01-17.666	Eupa_00-01-17.666.19	NP	MD MD	HD
Eupa_00-01-17.695	Eupa_00-01-17.695.7	NP	DT MD	
Eupa_00-01-17.698	Eupa_00-01-17.698.34	NP	DT MD	
Eupa_00-01-17.708	Eupa_00-01-17.708.14	NP	DT MD	
Eupa_00-01-17.714	Eupa_00-01-17.714.12	NP	DT MD AN	
Eupa_00-01-17.716	Eupa_00-01-17.716.21	NP	DT MD	DT HD
Eupa_00-01-17.717	Eupa_00-01-17.717.23	NP	DT MD MD	
Eupa_00-01-17.722	Eupa_00-01-17.722.5	NP	DT MD	
Eupa_00-01-17.724	Eupa_00-01-17.724.4	NP	DT MD	
Eupa_00-01-17.731	Eupa_00-01-17.731.2	NP	MD	HD
Eupa_00-01-17.732	Eupa_00-01-17.732.11	NP	DT MD	
Eupa_00-01-17.744	Eupa_00-01-17.744.10	NP	DT MD AN	
Eupa_00-01-17.746	Eupa_00-01-17.746.4	NP	MD	HD
Eupa_00-01-17.767	Eupa_00-01-17.767.16	NP	DT MD	HD MD
Eupa_00-01-17.769	Eupa_00-01-17.769.1	NP	DT MD	HD
Eupa_00-01-17.796	Eupa_00-01-17.796.28	NP	DT MD MD	
Eupa_00-01-17.803	Eupa_00-01-17.803.9	NP	DT MD MD AN	
Eupa_00-01-17.803	Eupa_00-01-17.803.2	NP	DT MD	MD
Eupa_00-01-17.803	Eupa_00-01-17.803.3	NP	DT MD MD	
Eupa_00-01-17.804	Eupa_00-01-17.804.24	NP	DT MD	
Arbt_Fackfientlig.2	Arbt_Fackfientlig.2.nt.3	NP	DT MD MD	
Arbt_Fackfientlig.7	Arbt_Fackfientlig.7.nt.12	NP	DT MD	
Regr_254764.16	Regr_254764.16.4	NP	MD	HD
Arbt_Polisjakt.14	Arbt_Polisjakt.14.nt.12	NP	DT MD MD	
Digi_2014-08.20	Digi_2014-08.20.6	NP	DT MD	
Arbt_Hardkritik.23	Arbt_Hardkritik.23.nt.6	NP	DT AN	
Arbt_Hardkritik.30	Arbt_Hardkritik.30.nt.4	NP	DT MD	
Arbt_Vrede.3	Arbt_Vrede.3.nt.7	NP	DT MD	
Arbt_Vrede.13	Arbt_Vrede.13.nt.17	NP	DT MD	
Regr_255053.5	Regr_255053.5.10	NP	MD	MD HD MD
Regr_255268.3	Regr_255268.3.2	NP	MD	HD
Regr_255268.16	Regr_255268.16.3	NP	MD	MD
Regr_255268.16	Regr_255268.16.2	NP	MD	HD
Regr_255268.19	Regr_255268.19.2	NP	MD	HD
Regr_255022.20	Regr_255022.20.25	NP	MD	HD
Arbt_Folkomrostningen.21	Arbt_Folkomrostningen.21.nt.1	NP	DT MD	HD
Arbt_Ariel.8	Arbt_Ariel.8.nt.15	NP	MD DT	
Arbt_Ariel.11	Arbt_Ariel.11.nt.4	NP	DT MD MD	HD
Arbt_Ariel.12	Arbt_Ariel.12.nt.10	NP	DT MD MD	
Arbt_Ariel.22	Arbt_Ariel.22.nt.7	NP	MD	HD
Arbt_Ariel.33	Arbt_Ariel.33.nt.12	NP	DT MD	
Arbt_Ariel.38	Arbt_Ariel.38.nt.7	NP	DT MD MD	
Arbt_Ariel.40	Arbt_Ariel.40.nt.9	NP	DT MD	
Arbt_Ariel.53	Arbt_Ariel.53.nt.6	NP	DT MD MD	
Digi_2015-02.13	Digi_2015-02.13.4	NP	DT MD	MD HD
Arbt_Kraftigaprotester.23	Arbt_Kraftigaprotester.23.nt.11	NP	DT MD	
Regr_255926.5	Regr_255926.5.15	NP	MD MD	
Regr_255954.2	Regr_255954.2.1	NP	MD AN MD	
Digi_2014-05.4	Digi_2014-05.4.12	NP	DT	HD
Digi_2014-05.5	Digi_2014-05.5.18	NP	DT MD	
Digi_2014-05.6	Digi_2014-05.6.14	NP	DT	HD
Digi_2014-05.22	Digi_2014-05.22.7	NP	DT MD	
Digi_2014-05.26	Digi_2014-05.26.28	NP	DT MD	MD HD
Digi_2014-05.32	Digi_2014-05.32.3	NP	DT	HD MD
Digi_2014-05.34	Digi_2014-05.34.2	NP	DT MD MD	
Digi_2014-05.53	Digi_2014-05.53.8	NP	DT MD	
Arbt_Vardbolag.7	Arbt_Vardbolag.7.nt.11	NP	DT MD	
Arbt_Vardbolag.17	Arbt_Vardbolag.17.nt.22	NP	DT DT MD	
Regr_255284.17	Regr_255284.17.2	NP	DT MD	
Arbt_Spekulationer.3	Arbt_Spekulationer.3.nt.18	NP	DT	HD
Arbt_Spekulationer.12	Arbt_Spekulationer.12.nt.3	NP	DT	HD
Arbt_Spekulationer.17	Arbt_Spekulationer.17.nt.17	NP	DT MD	
Regr_255175.4	Regr_255175.4.16	NP	DT MD	HD MD
Regr_255670.6	Regr_255670.6.2	NP	DT MD	HD
Arbt_Vansterpartiets.21	Arbt_Vansterpartiets.21.nt.10	NP	MD	HD
Arbt_Vansterpartiets.23	Arbt_Vansterpartiets.23.nt.1	NP	MD AN	
Arbt_Vansterpartiets.27	Arbt_Vansterpartiets.27.nt.3	NP	MD DT MD	
Arbt_Vansterpartiets.31	Arbt_Vansterpartiets.31.nt.6	NP	DT MD	
Regr_255193.8	Regr_255193.8.13	NP	MD	HD
Regr_255193.8	Regr_255193.8.4	NP	DT MD	
Regr_255706.1	Regr_255706.1.4	NP	MD	HD MD
Regr_255706.3	Regr_255706.3.14	NP	MD	HD MD
Digi_2014-11.8	Digi_2014-11.8.2	NP	DT AN	
Digi_2014-11.29	Digi_2014-11.29.3	NP	DT AN MD	
Regr_254981.4	Regr_254981.4.3	NP	DT MD	
Regr_254981.13	Regr_254981.13.16	NP	DT	HD
Arbt_Smutsigvalkampanj.10	Arbt_Smutsigvalkampanj.10.nt.16	NP	MD	HD
Arbt_Olagligjakt.12	Arbt_Olagligjakt.12.nt.7	NP	DT MD	
Arbt_Iandrahand.3	Arbt_Iandrahand.3.nt.9	NP	DT MD	
Arbt_Iandrahand.6	Arbt_Iandrahand.6.nt.13	NP	DT MD	
